unique_key,source,Name,Provider,StreetAddress,City,ZipCode,State,Country,Whitespace,Area,YearBuilt,Power,Scale,Certifications,URL,Power_Standardized,Area_Standardized
tierpoint-valley-forge,datacenters.com,TierPoint: Valley Forge Data Center,TierPoint,1000 Adams Avenue,Norristown,,PA,USA,137000 sqft total space,61000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-valley-forge,,137000.0
flexential-dallas-richardson,datacenters.com,Flexential: Dallas - Richardson Data Center,Flexential,3010 Waterview Pkwy,Richardson,75080,TX,USA,100807 sqft,50851 sqft,,3.0 MW,,"HITRUST CSF, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-dallas-richardson,3.0,100807.0
tierpoint-nashville,datacenters.com,TierPoint: Nashville Data Center,TierPoint,311 Eddy Lane,Franklin,,TN,USA,52000 sqft total space,26000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-nashville,,52000.0
flexential-cincinnati,datacenters.com,Flexential: Cincinnati Data Center,Flexential,5307 Muhlhauser Rd,Hamilton,45011,OH,USA,43551 sqft total space,16000 sqft colocation space,,,,"NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-cincinnati,,43551.0
tierpoint-allentown-tekpark,datacenters.com,TierPoint: Allentown - TekPark Data Center,TierPoint,9999 Hamilton Boulevard,Breinigsville,,PA,USA,122000 sqft total space,58300 sqft colocation space,,25.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-allentown-tekpark,25.0,122000.0
tierpoint-raleigh,datacenters.com,TierPoint: Raleigh Data Center,TierPoint,5301 Departure Drive,Raleigh,,NC,USA,65000 sqft total space,40000 sqft colocation space,,2.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-raleigh,2.0,65000.0
flexential-atlanta-norcross,datacenters.com,Flexential: Atlanta - Norcross Data Center,Flexential,2775 Northwoods Pkwy,Norcross,30071,GA,USA,32740 sqft total space,10000 sqft colocation space,,2.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-atlanta-norcross,2.0,32740.0
coresite-va1-reston,datacenters.com,,,,,,,,,,,,,,https://www.datacenters.com/coresite-va1-reston,,
tierpoint-new-york-hwt-hawthorne,datacenters.com,TierPoint: New York - HWT Hawthorne Data Center,TierPoint,11 Skyline Drive,Hawthorne,,NY,USA,46000 sqft total space,28000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-new-york-hwt-hawthorne,,46000.0
coresite-ny2-new-jersey-secaucus,datacenters.com,CoreSite: NY2 New Jersey Secaucus Data Center,CoreSite,2 Emerson Lane,Secaucus,,NJ,USA,236000 sqft total space,236000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-ny2-new-jersey-secaucus,,236000.0
tierpoint-kansas-city-lenexa,datacenters.com,TierPoint: Kansas City - Lenexa Data Center,TierPoint,14500 West 105th Street,Lenexa,,KS,USA,58000 sqft total space,11000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-kansas-city-lenexa,,58000.0
flexential-richmond,datacenters.com,Flexential: Richmond Data Center,Flexential,8851 Park Central Drive suite b,Richmond,23227,VA,USA,28594 sqft,10500 sqft,,2.0 MW,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-richmond,2.0,28594.0
flexential-charlotte-south,datacenters.com,Flexential: Charlotte - South Data Center,Flexential,8910 Lenox Pointe Drive,Charlotte,,NC,USA,66666 sqft total space,13600 sqft colocation space,,2.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-charlotte-south,2.0,66666.0
tierpoint-dallas-allen,datacenters.com,TierPoint: Dallas - Allen Data Center,TierPoint,840 Allen Commerce Parkway,Allen,,TX,USA,30000 sqft total space,16000 sqft colocation space,,2.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-dallas-allen,2.0,30000.0
coresite-va3-reston,datacenters.com,,,,,,,,,,,,,,https://www.datacenters.com/coresite-va3-reston,,
flexential-philadelphia-collegeville,datacenters.com,Flexential: Philadelphia - Collegeville Data Center,Flexential,101 Troutman Road,Collegeville,,PA,USA,203703 sqft total space,203703 sqft colocation space,,7.0 MW total power,,"HITRUST CSF, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-philadelphia-collegeville,7.0,203703.0
tierpoint-baltimore,datacenters.com,TierPoint: Baltimore Data Center,TierPoint,1401 Russell Street,Baltimore,,MD,USA,28000 sqft total space,14000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-baltimore,,28000.0
flexential-denver-aurora,datacenters.com,Flexential: Denver - Aurora Data Center,Flexential,11900 East Cornell Avenue,Aurora,,CO,USA,171000 sqft total space,171000 sqft colocation space,,6.0 MW total power,,"HITRUST CSF, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-denver-aurora,6.0,171000.0
coresite-la1-los-angeles,datacenters.com,CoreSite: LA1 Los Angeles Data Center,CoreSite,624 South Grand Avenue,Los Angeles,,CA,USA,173000 sqft total space,173000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-la1-los-angeles,,173000.0
coresite-dc2-washington-dc,datacenters.com,CoreSite: DC2 Washington DC Data Center,CoreSite,1099 14th Street Northwest,Washington,,DC,USA,24000 sqft total space,24000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-dc2-washington-dc,,24000.0
flexential-louisville-downtown,datacenters.com,Not Available,Flexential,752 Barret Ave,Louisville,40204,KY,USA,61080 sqft total space,8500 sqft colocation space,,3.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 16 Type 1, SSAE 18",https://www.datacenters.com/flexential-louisville-downtown,3.0,61080.0
tierpoint-omaha-midlands,datacenters.com,TierPoint: Omaha - Midlands Data Center,TierPoint,11425 South 84th Street,Papillion,68046,NE,USA,63000 sqft total space,15000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-omaha-midlands,,63000.0
coresite-va2-reston,datacenters.com,CoreSite: VA2 Reston Data Center,CoreSite,12098 Sunrise Valley Drive,Reston,,VA,USA,188000 sqft total space,188000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-va2-reston,,188000.0
flexential-salt-lake-city-downtown,datacenters.com,Flexential: Salt Lake City - Downtown Data Center,Flexential,572 Delong St suite 100,Salt Lake City,84104,UT,USA,44550 sqft total space,33386 sqft colocation space,,2.0 MW total power,,"HITRUST CSF, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-salt-lake-city-downtown,2.0,44550.0
coresite-dc1-washington-dc,datacenters.com,CoreSite: DC1 Washington DC Data Center,CoreSite,1275 K Street Northwest,Washington,,DC,USA,22000 sqft total space,22000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-dc1-washington-dc,,22000.0
tierpoint-dallas-857bd342-404f-4090-a5bc-cccf3709e4c8,datacenters.com,TierPoint: Dallas Data Center,TierPoint,3004 Irving Boulevard,Dallas,,TX,USA,68000 sqft total space,52000 sqft colocation space,,11.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-dallas-857bd342-404f-4090-a5bc-cccf3709e4c8,11.0,68000.0
coresite-ny1-new-york,datacenters.com,CoreSite: NY1 New York Data Center,CoreSite,"32 Avenue of the Americas, 6th Avenue",New York,,NY,USA,48000 sqft total space,48000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-ny1-new-york,,48000.0
coresite-la2-los-angeles,datacenters.com,CoreSite: LA2 Los Angeles Data Center,CoreSite,900 Alameda Street,Los Angeles,,CA,USA,424000 sqft total space,424000,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-la2-los-angeles,,424000.0
tierpoint-spokane-spo03,datacenters.com,TierPoint: Spokane SPO03 Data Center,TierPoint,23017 East Mission Avenue,Liberty Lake,99019,WA,USA,16500 sqft total space,10000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-spokane-spo03,,16500.0
coresite-la3-los-angeles,datacenters.com,CoreSite: LA3 Los Angeles Data Center,CoreSite,200 Bauchet Street,Los Angeles,,CA,USA,150000 sqft total space,150000 sqft,,,Enterprise,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-la3-los-angeles,,150000.0
flexential-portland-hillsboro-1,datacenters.com,Flexential: Portland - Hillsboro 1 Data Center,Flexential,3935 NE Aloclek Dr,Hillsboro,97124,OR,USA,85388 sqft,138000 sqft,,5.0 MW,,"HITRUST CSF, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-portland-hillsboro-1,5.0,138000.0
coresite-ch2-chicago,datacenters.com,CoreSite: CH2 Chicago Data Center,CoreSite,1432 South Clinton Street,Chicago,,IL,USA,169000 sqft total space,169000,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-ch2-chicago,,169000.0
coresite-bo1-boston,datacenters.com,CoreSite: BO1 Boston Data Center,CoreSite,70 Inner Belt Road,Somerville,,MA,USA,253000 sqft total space,253000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-bo1-boston,,253000.0
flexential-tampa-north,datacenters.com,Flexential: Tampa - North Data Center,Flexential,8350 Parkedge Dr,Tampa,33637,FL,USA,60166 sqft total space,60166 sqft colocation space,,3.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-tampa-north,3.0,60166.0
tierpoint-philadelphia,datacenters.com,TierPoint: Philadelphia Data Center,TierPoint,4775 League Island Boulevard,Philadelphia,19112,PA,USA,25700 sqft total space,11500 sqft colocation space,,4500 kW (3 x 1500 kW generators),,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-philadelphia,6.0,25700.0
tierpoint-chicago-polk,datacenters.com,TierPoint: Chicago – Polk Data Center,TierPoint,601 West Polk Street,Chicago,,IL,USA,107000 sqft total space,16000 sqft colocation space,,2.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-chicago-polk,2.0,107000.0
tierpoint-boston-marlborough,datacenters.com,TierPoint: Boston - Marlborough Data Center,TierPoint,34 St Martin Dr,Marlborough,,MA,USA,115000 sqft total space,50000 sqft colocation space,,14.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-boston-marlborough,14.0,115000.0
tierpoint-raleigh-rtp,datacenters.com,TierPoint: Raleigh - RTP Data Center,TierPoint,99 TW Alexander Drive,Durham,27709,NC,USA,70000 sqft total space,34000 sqft colocation space,,8 Megawatt,Enterprise,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-raleigh-rtp,,70000.0
coresite-or1-orlando,datacenters.com,CoreSite: OR1 Orlando Data Center,CoreSite,9701 South John Young Parkway,Orlando,,FL,USA,130000 sqft total space,130000 sqft,,,,SOC 1 Type 2,https://www.datacenters.com/coresite-or1-orlando,,130000.0
tierpoint-milwaukee,datacenters.com,TierPoint: Milwaukee Data Center,TierPoint,3701 West Burnham Street,Milwaukee,,WI,USA,26000 sqft total space,6400 sqft colocation space,,500 kW DC1 and 2 x 1MW DC2,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-milwaukee,1.5,26000.0
flexential-nashville-cool-springs,datacenters.com,Flexential: Nashville - Cool Springs Data Center,Flexential,425 Duke Drive,Franklin,,TN,USA,74679 sqft total space,14000 sqft colocation space,,3.0 MW total power,,"HIPAA, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-nashville-cool-springs,3.0,74679.0
coresite-ch1-chicago,datacenters.com,CoreSite: CH1 Chicago Data Center,CoreSite,427 South LaSalle Street,Chicago,,IL,USA,178000 sqft total space,178000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-ch1-chicago,,178000.0
flexential-nashville-franklin,datacenters.com,Flexential: Nashville - Franklin Data Center,Flexential,4600 Carothers Parkway,Franklin,37067,TN,USA,80000 sqft total space,15000 sqft colocation space,,6.0 MW total power,,"HITRUST CSF, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2 Type 2, SOC 3, SSAE 18",https://www.datacenters.com/flexential-nashville-franklin,6.0,80000.0
coresite-sv3-silicon-valley,datacenters.com,CoreSite: SV3 Silicon Valley Data Center,CoreSite,2901 Coronado Drive,Santa Clara,,CA,USA,50000 sqft total space,50000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-sv3-silicon-valley,,50000.0
tierpoint-little-rock,datacenters.com,TierPoint: Little Rock Data Center,TierPoint,15707 Chenal Parkway,Little Rock,,AR,USA,30000 sqft total space,9000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-little-rock,,30000.0
tierpoint-chicago-west,datacenters.com,TierPoint: Chicago – West Data Center,TierPoint,9333 West Grand Avenue,Chicago,,IL,USA,89000 sqft total space,15650 sqft colocation space,,2.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-chicago-west,2.0,89000.0
coresite-sv7-silicon-valley,datacenters.com,CoreSite: SV7 Silicon Valley Data Center,CoreSite,3020 Coronado Drive,Santa Clara,,CA,USA,230000 sqft total space,230000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-sv7-silicon-valley,,230000.0
tierpoint-boston-andover,datacenters.com,TierPoint: Boston - Andover Data Center,TierPoint,15 Shattuck Road,Andover,,MA,USA,92700 sqft total space,21000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-boston-andover,,92700.0
tierpoint-jacksonville,datacenters.com,TierPoint: Jacksonville Data Center,TierPoint,8324 Baymeadows Way,Jacksonville,,FL,USA,120000 sqft,17200 sqft,,9.0 MW,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-jacksonville,9.0,120000.0
tierpoint-sioux-falls-west,datacenters.com,,,,,,,,,,,,,,https://www.datacenters.com/tierpoint-sioux-falls-west,,
coresite-at1-atlanta,datacenters.com,CoreSite: AT1 Atlanta Data Center,CoreSite,55 Marietta Street NorthWest,Atlanta,,GA,USA,45000 sqft total space,45000 sqft,,,,SOC 1 Type 2,https://www.datacenters.com/coresite-at1-atlanta,,45000.0
coresite-de2-denver,datacenters.com,CoreSite: DE2 Denver Data Center,CoreSite,639 East 18th Avenue,Denver,,CO,USA,5100 sqft total space,5100 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-de2-denver,,5100.0
coresite-at2-atlanta,datacenters.com,CoreSite: AT2 Atlanta Data Center,CoreSite,1130 Powers Ferry Place,Marietta,,GA,USA,73000 sqft total space,73000 sqft,,,,SOC 1 Type 2,https://www.datacenters.com/coresite-at2-atlanta,,73000.0
coresite-de1-denver,datacenters.com,CoreSite: DE1 Denver Data Center,CoreSite,910 15th Street,Denver,,CO,USA,29000 sqft total space,29000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-de1-denver,,29000.0
tierpoint-waterbury,datacenters.com,,,,,,,,,,,,,,https://www.datacenters.com/tierpoint-waterbury,,
tierpoint-bethlehem-d2cfea31-6b65-432e-9963-86d10eb89730,datacenters.com,TierPoint: Bethlehem Data Center,TierPoint,3864 Courtney Street ste 130,Bethlehem,18017,PA,USA,25000 sqft total space,12000 sqft colocation space,,Two 600kW generators and one 1000kW generator on-site,,"EU-US, HITRUST CSF, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-bethlehem-d2cfea31-6b65-432e-9963-86d10eb89730,1.6,25000.0
coresite-sv4-silicon-valley,datacenters.com,CoreSite: SV4 Silicon Valley Data Center,CoreSite,2972 Stender Way,Santa Clara,,CA,USA,100000 sqft total space,100000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-sv4-silicon-valley,,100000.0
tierpoint-baltimore-bwi,datacenters.com,TierPoint: Baltimore - BWI Data Center,TierPoint,813 Pinnacle Drive,Linthicum Heights,,MD,USA,35000 sqft total space,13400 sqft colocation space,,,Enterprise,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/tierpoint-baltimore-bwi,,35000.0
tierpoint-oklahoma-city-okc,datacenters.com,,,,,,,,,,,,,,https://www.datacenters.com/tierpoint-oklahoma-city-okc,,
tierpoint-tulsa-state-farm,datacenters.com,TierPoint: Tulsa - State Farm Data Center,TierPoint,12151 East State Farm Boulevard South,Tulsa,,OK,USA,32000 sqft total space,16000 sqft colocation space,,6.2 MW,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/tierpoint-tulsa-state-farm,6.2,32000.0
tierpoint-st-louis-olive,datacenters.com,TierPoint: St. Louis - Olive Data Center,TierPoint,1111 Olive Street,St. Louis,,MO,USA,124000 sqft total space,11000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-st-louis-olive,,124000.0
coresite-sv8-silicon-valley,datacenters.com,CoreSite: SV8 Silicon Valley Data Center,,3035 Stender Way,Santa Clara,,CA,USA,162000 sqft total space,162000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-sv8-silicon-valley,,162000.0
tierpoint-kansas-city,datacenters.com,TierPoint: Kansas City Data Center,TierPoint,10801 North Amity Avenue,Kansas City,,MO,USA,27000 sqft total space,5700 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-kansas-city,,27000.0
tierpoint-omaha-bellevue,datacenters.com,TierPoint: Omaha - Bellevue Data Center,TierPoint,1001 Fort Crook Road North,Bellevue,68005,NE,USA,100000 sqft total space,21000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-omaha-bellevue,,100000.0
tierpoint-tulsa-archer,datacenters.com,TierPoint: Tulsa - Archer Data Center,TierPoint,322 East Archer Street,Tulsa,,OK,USA,36000 sqft total space,4000 sqft colocation space,,,,"EU-US, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-tulsa-archer,,36000.0
coresite-mi1-miami,datacenters.com,CoreSite: MI1 Miami Data Center,CoreSite,2115 Northwest 22nd Street,Miami,,FL,USA,43000 sqft total space,43000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-mi1-miami,,43000.0
tierpoint-seattle,datacenters.com,TierPoint: Seattle Data Center,TierPoint,100 4th Avenue North,Seattle,,WA,USA,33000 sqft total space,25000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-seattle,,33000.0
coresite-sv1-san-jose-silicon-valley,datacenters.com,CoreSite: SV1 San Jose Silicon Valley Data Center,CoreSite,"55 South Market Street, South Market Street",San Jose,,CA,USA,88000 sqft total space,88000 sqft,,,,"FISMA, HIPAA, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2 Type 2",https://www.datacenters.com/coresite-sv1-san-jose-silicon-valley,,88000.0
tierpoint-charlotte-north-myers,datacenters.com,TierPoint: Charlotte - North Myers Data Center,TierPoint,125 North Myers Street,Charlotte,,NC,USA,30600 sqft total space,7500 sqft colocation space,,2.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-charlotte-north-myers,2.0,30600.0
tierpoint-lehigh-valley,datacenters.com,TierPoint: Lehigh Valley Data Center,TierPoint,3949 Schelden Circle,Bethlehem,,PA,USA,28000 sqft total space,8700 sqft colocation space,,,,"HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-lehigh-valley,,28000.0
tierpoint-new-york-hw2-hawthorne,datacenters.com,TierPoint: New York - HW2 Hawthorne Data Center,TierPoint,17 Skyline Drive,Hawthorne,,NY,USA,172000 sqft total space,13500 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-new-york-hw2-hawthorne,,172000.0
tierpoint-spokane-spo01-02,datacenters.com,TierPoint: Spokane SPO01/02 Data Center,TierPoint,23403 East Mission Avenue,Liberty Lake,99019,WA,USA,32000 sqft total space,21000 sqft colocation space,,,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-spokane-spo01-02,,32000.0
tierpoint-charlotte-center-park,datacenters.com,TierPoint: Charlotte - Center Park Data Center,TierPoint,1805 Center Park Drive,Charlotte,,NC,USA,60000 sqft total space,20000 sqft colocation space,,2.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-charlotte-center-park,2.0,60000.0
tierpoint-st-louis-millpark,datacenters.com,TierPoint: St. Louis - Millpark Data Center,TierPoint,2315 Millpark Drive,Maryland Heights,,MO,USA,23000 sqft total space,14500 sqft colocation space,,,,"EU-US, HIPAA, PCI DSS, SOC 2 Type 2, SSAE 18",https://www.datacenters.com/tierpoint-st-louis-millpark,,23000.0
tierpoint-oklahoma-city-ok2,datacenters.com,TierPoint: Oklahoma City OK2 Data Center,TierPoint,4114 Perimeter Center Place,Oklahoma City,73112,Oklahoma,USA,69000 sqft total space,34000 sqft colocation space,,2.0 MW total power,,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-oklahoma-city-ok2,2.0,69000.0
tierpoint-sioux-falls-east,datacenters.com,TierPoint: Sioux Falls - East Data Center,TierPoint,700 East 54th Street North,Sioux Falls,,SD,USA,17000 sqft total space,4200 sqft colocation space,,"800 kW, 1000 kW",,"EU-US, HIPAA, HITRUST CSF, ISO 27001, NIST 800-53, PCI DSS, SOC 1 Type 2, SOC 2, SOC 2 Type 2",https://www.datacenters.com/tierpoint-sioux-falls-east,1.8,17000.0
